                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    140,                 1.1696,                0.78374,                0.98112,                0.31419,                0.06667,                0.05116,                0.01614,                 3.1297,                 4.6535,                 2.2893,              0.0014376,              0.0014376,              0.0014376
                    141,                 1.1731,                0.76938,                0.95995,                0.71322,                0.06667,                0.05448,                0.02332,                 3.1973,                 4.4839,                  2.498,               0.001436,               0.001436,               0.001436
                    142,                 1.1935,                0.78461,                 1.0035,                0.97628,                0.06667,                 0.0771,                 0.0448,                 2.8026,                 4.7014,                 2.3239,              0.0014343,              0.0014343,              0.0014343
                    143,                 1.2208,                0.81945,                  1.007,                0.21397,                0.03333,                0.03315,                0.01557,                 2.9607,                 5.1093,                 2.3176,              0.0014327,              0.0014327,              0.0014327
                    144,                  1.198,                0.77737,                0.99583,                 0.2377,                0.13333,                0.08448,                0.03559,                 2.8336,                 4.3867,                 2.2448,               0.001431,               0.001431,               0.001431
                    145,                 1.2032,                0.78034,                 1.0049,                0.14459,                    0.1,                0.06409,                0.03037,                 3.0046,                 4.3448,                 2.2032,              0.0014294,              0.0014294,              0.0014294
                    146,                 1.1975,                0.81758,                0.96587,                0.04014,                0.03333,                0.01755,                0.00701,                 3.2184,                 4.6051,                 2.3057,              0.0014277,              0.0014277,              0.0014277
                    147,                 1.2369,                0.79711,                 1.0023,                0.81533,                0.06667,                0.05547,                0.01824,                 3.1924,                 5.0813,                 2.2453,              0.0014261,              0.0014261,              0.0014261
                    148,                 1.2256,                0.79035,                0.98756,                0.17456,                0.06667,                0.04873,                0.01884,                 2.9816,                  4.412,                 2.0372,              0.0014244,              0.0014244,              0.0014244
                    149,                 1.2038,                0.76156,                0.97933,                0.16145,                0.06667,                0.04333,                 0.0184,                 3.1669,                 4.9575,                 2.2877,              0.0014228,              0.0014228,              0.0014228
                    150,                 1.1794,                0.78884,                0.99131,                0.11998,                0.13333,                0.08666,                0.05025,                 2.7873,                 4.6469,                 2.0373,              0.0014211,              0.0014211,              0.0014211
                    151,                 1.1632,                0.75187,                0.98714,                0.35789,                    0.1,                 0.1154,                0.04768,                 2.8333,                 4.8495,                 2.1038,              0.0014195,              0.0014195,              0.0014195
                    152,                 1.1643,                0.72054,                0.96914,                0.12991,                    0.1,                0.06196,                0.03517,                 3.0106,                 4.8874,                  2.352,              0.0014178,              0.0014178,              0.0014178
                    153,                   1.12,                0.70398,                 0.9688,                0.24714,                0.09809,                0.09381,                0.03749,                 2.8763,                 4.7082,                 2.0869,              0.0014161,              0.0014161,              0.0014161
                    154,                 1.1817,                0.76886,                0.96731,                0.13023,                    0.1,                0.05709,                0.01913,                 3.1723,                 5.2473,                  2.463,              0.0014145,              0.0014145,              0.0014145
                    155,                 1.1742,                0.74735,                0.97806,                 0.0339,                0.13333,                0.03378,                0.01355,                 3.2021,                 5.2894,                 2.2746,              0.0014128,              0.0014128,              0.0014128
