                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     28,                 2.2416,                 2.4708,                 1.4017,                0.01605,                    0.1,                0.00613,                0.00228,                  2.809,                 8.5585,                 1.9531,              0.0099109,              0.0099109,              0.0099109
                     29,                 2.2337,                 2.4056,                 1.4199,                 0.0479,                    0.1,                0.01687,                0.00322,                 3.0039,                 11.365,                 2.6006,              0.0099076,              0.0099076,              0.0099076
                     30,                  2.211,                 2.3514,                 1.4059,                0.12282,                   0.15,                0.07709,                0.04141,                 2.8189,                 3.8047,                 2.1446,              0.0099043,              0.0099043,              0.0099043
                     31,                 2.1841,                 2.2565,                 1.4121,                 0.0827,                0.08333,                0.02966,                0.01428,                 2.7828,                 4.4543,                 2.0846,               0.009901,               0.009901,               0.009901
                     32,                 2.1102,                 2.2235,                 1.3539,                0.19227,                0.06667,                0.03422,                0.00951,                 2.9692,                 5.4677,                  2.346,              0.0098977,              0.0098977,              0.0098977
                     33,                 2.0822,                 2.2331,                 1.3439,                0.84446,                0.03333,                0.03922,                0.00822,                 3.1035,                 6.8368,                 2.7293,              0.0098944,              0.0098944,              0.0098944
                     34,                 2.0128,                 2.2153,                 1.3396,                0.40646,                0.11667,                0.10918,                0.03448,                 2.8526,                 4.6009,                 2.2508,              0.0098911,              0.0098911,              0.0098911
                     35,                  2.074,                 2.1615,                 1.3115,                0.27981,                0.11667,                0.13088,                0.05885,                 2.5611,                 4.2397,                 2.0383,              0.0098878,              0.0098878,              0.0098878
                     36,                  1.994,                 1.9955,                 1.3126,                0.40905,                0.11667,                0.08049,                0.04547,                  2.404,                 3.9012,                 1.9024,              0.0098845,              0.0098845,              0.0098845
                     37,                 1.9699,                  2.004,                 1.2933,                0.11906,                0.06297,                0.02592,                 0.0094,                 2.8777,                 4.5778,                 2.1274,              0.0098812,              0.0098812,              0.0098812
                     38,                 2.1092,                 2.1137,                  1.353,                0.08984,                0.11667,                0.03158,                0.01643,                 2.5987,                 3.8078,                  1.897,              0.0098779,              0.0098779,              0.0098779
                     39,                 1.9569,                 1.8997,                 1.3093,                0.07578,                0.06667,                0.01438,                0.00611,                 2.8879,                 6.8263,                 2.2741,              0.0098746,              0.0098746,              0.0098746
                     40,                 1.9515,                 1.9134,                 1.2898,                0.96292,                0.03333,                0.04508,                0.02134,                 2.6622,                 3.5819,                 1.8307,              0.0098713,              0.0098713,              0.0098713
                     41,                 1.9427,                 1.9044,                 1.2672,                0.03338,                0.11667,                0.01623,                0.00595,                 3.0462,                 4.6781,                 2.3615,               0.009868,               0.009868,               0.009868
                     42,                 1.9615,                 1.8946,                 1.3051,                0.50573,                0.03333,                0.00396,                0.00067,                  3.089,                 6.9948,                  2.593,              0.0098647,              0.0098647,              0.0098647
                     43,                  1.908,                  1.829,                 1.2902,                 0.0229,                0.13333,                0.00966,                0.00197,                 2.9085,                 4.9488,                 2.1027,              0.0098614,              0.0098614,              0.0098614
                     44,                 1.9408,                 1.9055,                 1.2756,                0.02405,                0.03333,                0.00902,                0.00386,                  2.692,                 4.2065,                 1.7921,              0.0098581,              0.0098581,              0.0098581
                     45,                  1.935,                 1.9134,                 1.2815,                0.06608,                0.03333,                0.01728,                0.00479,                 2.7701,                  4.898,                 1.8041,              0.0098548,              0.0098548,              0.0098548
                     46,                 1.8484,                 1.7275,                 1.2583,                0.12114,                   0.05,                0.03133,                0.00558,                 3.0557,                 3.7065,                 2.1117,              0.0098515,              0.0098515,              0.0098515
                     47,                 1.9666,                 1.7649,                  1.272,                0.13529,                0.18333,                0.09777,                0.04775,                 2.7026,                 3.7098,                 1.7744,              0.0098482,              0.0098482,              0.0098482
                     48,                 1.8536,                 1.7068,                 1.2371,                0.10701,                0.11667,                0.02876,                0.00738,                 2.8015,                 4.3159,                 1.8908,              0.0098449,              0.0098449,              0.0098449
                     49,                 1.8113,                 1.6618,                 1.2173,                0.57873,                0.06667,                0.02611,                0.01019,                 2.8531,                 3.9118,                 2.0324,              0.0098416,              0.0098416,              0.0098416
                     50,                 1.8915,                 1.7263,                 1.2326,                0.00217,                   0.25,                0.00397,                0.00111,                 3.2058,                  4.434,                 2.2147,              0.0098383,              0.0098383,              0.0098383
                     51,                 1.8032,                 1.6768,                 1.2127,                0.80321,                0.06667,                0.05737,                0.01218,                  3.646,                 5.2827,                 2.5861,               0.009835,               0.009835,               0.009835
                     52,                 1.8204,                 1.6347,                 1.2045,                0.51212,                0.03333,                0.00404,                0.00129,                 3.2496,                  18.83,                  2.602,              0.0098317,              0.0098317,              0.0098317
                     53,                 1.7619,                 1.5959,                 1.1922,                0.20225,                0.11667,                0.05463,                0.01498,                 2.9851,                 4.1448,                 2.0249,              0.0098284,              0.0098284,              0.0098284
                     54,                 1.8023,                 1.5973,                 1.2119,                0.06881,                    0.1,                0.03658,                0.01453,                 2.8822,                  3.924,                 1.9743,              0.0098251,              0.0098251,              0.0098251
                     55,                   1.79,                 1.5659,                 1.1777,                0.71022,                0.06667,                 0.0511,                0.02001,                 2.9404,                 3.5266,                 1.9957,              0.0098218,              0.0098218,              0.0098218
                     56,                 1.7408,                 1.4978,                 1.1847,                0.13654,                    0.1,                0.06679,                0.02062,                 2.7375,                 3.6474,                 1.9426,              0.0098185,              0.0098185,              0.0098185
                     57,                 1.7633,                  1.527,                 1.1872,                 0.1481,                    0.1,                0.07354,                0.02849,                 2.6428,                 3.6272,                 1.9137,              0.0098152,              0.0098152,              0.0098152
                     58,                  1.783,                 1.5567,                 1.2066,                 0.6407,                    0.1,                0.05532,                0.02259,                 2.7393,                 3.8049,                 1.9034,              0.0098119,              0.0098119,              0.0098119
                     59,                 1.8055,                 1.5211,                 1.2303,                0.14333,                0.13333,                0.05898,                0.02314,                 2.4888,                 3.6677,                 1.7293,              0.0098086,              0.0098086,              0.0098086
                     60,                 1.7688,                 1.5161,                   1.19,                0.10104,                0.21667,                0.09571,                0.02659,                 2.5252,                 3.7382,                 1.8054,              0.0098053,              0.0098053,              0.0098053
                     61,                 1.7322,                 1.4752,                 1.1866,                0.22659,                0.06667,                0.06406,                0.02591,                 2.5509,                 3.7626,                 1.8439,               0.009802,               0.009802,               0.009802
                     62,                 1.7528,                 1.4644,                 1.1626,                0.04916,                   0.15,                0.02499,                0.00945,                 2.5962,                 4.1691,                 1.8684,              0.0097987,              0.0097987,              0.0097987
                     63,                 1.7361,                 1.4636,                  1.157,                0.09338,                0.19415,                0.03928,                0.01896,                 2.8093,                 3.8515,                 1.9913,              0.0097954,              0.0097954,              0.0097954
                     64,                 1.6848,                 1.4087,                  1.149,                0.18928,                0.06667,                 0.0453,                0.02489,                 2.5744,                 3.9443,                 1.8358,              0.0097921,              0.0097921,              0.0097921
                     65,                 1.7397,                  1.429,                 1.1758,                0.95653,                0.03333,                0.04782,                0.02093,                 2.5809,                 4.1193,                 1.8367,              0.0097888,              0.0097888,              0.0097888
                     66,                 1.7405,                 1.3939,                 1.1601,                0.34091,                0.08333,                0.05679,                0.02126,                 2.8011,                 4.5629,                 1.9714,              0.0097855,              0.0097855,              0.0097855
                     67,                 1.6965,                 1.3962,                 1.1476,                0.11985,                   0.05,                 0.0593,                0.03392,                 2.5946,                 4.4312,                 1.9019,              0.0097822,              0.0097822,              0.0097822
                     68,                 1.6775,                 1.4242,                 1.1438,                 0.1419,                   0.15,                0.05051,                0.02543,                 2.4312,                 4.0122,                  1.768,              0.0097789,              0.0097789,              0.0097789
                     69,                 1.6935,                 1.3896,                 1.1693,                0.23744,                   0.15,                0.08858,                0.03584,                 2.7124,                 4.0831,                  1.903,              0.0097756,              0.0097756,              0.0097756
                     70,                 1.6126,                 1.2857,                 1.1322,                0.13103,                0.11667,                0.02738,                0.01388,                  2.693,                 4.0877,                 1.8339,              0.0097723,              0.0097723,              0.0097723
                     71,                 1.6245,                 1.3032,                 1.1242,                0.14818,                0.03333,                0.01763,                 0.0082,                 2.8835,                 4.5721,                 1.9864,               0.009769,               0.009769,               0.009769
                     72,                 1.6623,                 1.3075,                 1.1231,                 0.5619,                0.03333,                0.01399,                0.00805,                 2.6657,                 4.3199,                 1.8045,              0.0097657,              0.0097657,              0.0097657
                     73,                 1.6163,                 1.2808,                  1.124,                0.46949,                0.11667,                0.09655,                0.04647,                 2.6646,                 3.9065,                  1.843,              0.0097624,              0.0097624,              0.0097624
                     74,                 1.6332,                 1.2757,                 1.1219,                0.14211,                0.11667,                0.05317,                0.02629,                 2.5007,                 3.7979,                 1.8014,              0.0097591,              0.0097591,              0.0097591
                     75,                 1.5637,                 1.2426,                 1.1116,                0.18328,                0.07917,                0.02959,                0.01158,                   3.19,                 4.0599,                 2.1245,              0.0097558,              0.0097558,              0.0097558
                     76,                 1.5578,                 1.1937,                 1.0951,                0.09023,                0.08333,                0.02337,                0.01201,                 2.9727,                 4.3075,                 2.2048,              0.0097525,              0.0097525,              0.0097525
                     77,                 1.5765,                 1.1955,                 1.0906,                0.25983,                0.13333,                0.05249,                0.01566,                 2.8693,                 5.2991,                 2.1412,              0.0097492,              0.0097492,              0.0097492
                     78,                 1.5977,                 1.2614,                 1.1258,                 0.1055,                0.08333,                0.02725,                 0.0117,                 2.7224,                 4.4776,                 1.8994,              0.0097459,              0.0097459,              0.0097459
                     79,                 1.6142,                 1.2481,                 1.1196,                0.11963,                0.11667,                0.04499,                0.02263,                 2.6991,                 4.2882,                 1.9607,              0.0097426,              0.0097426,              0.0097426
                     80,                  1.584,                  1.202,                 1.0842,                0.20847,                0.11667,                0.07614,                0.02458,                 3.1058,                 3.8678,                 2.3455,              0.0097393,              0.0097393,              0.0097393
                     81,                   1.52,                 1.1687,                 1.0731,                0.12321,                    0.1,                0.04993,                0.01755,                  3.028,                 4.2035,                 2.1512,               0.009736,               0.009736,               0.009736
                     82,                 1.5299,                 1.1912,                 1.0854,                 0.0273,                0.06667,                0.01309,                0.00393,                 2.9356,                 4.2903,                   2.06,              0.0097327,              0.0097327,              0.0097327
                     83,                 1.4977,                 1.1186,                 1.0919,                0.04748,                0.11667,                0.01298,                0.00609,                 2.7095,                 4.1857,                 1.8764,              0.0097294,              0.0097294,              0.0097294
                     84,                 1.5293,                 1.1862,                 1.0851,                0.04014,                0.08333,                0.00824,                0.00346,                 2.7555,                  4.555,                 1.8687,              0.0097261,              0.0097261,              0.0097261
                     85,                 1.5144,                 1.1638,                 1.0864,                0.07177,                0.06667,                0.01538,                0.00759,                 2.6941,                 4.6451,                 1.7699,              0.0097228,              0.0097228,              0.0097228
